host_response_rate,host_acceptance_rate,host_listings_count,latitude,longitude,city,zipcode,state,accommodates,room_type,bedrooms,bathrooms,beds,price,cleaning_fee,security_deposit,minimum_nights,maximum_nights,number_of_reviews
100%,,1.00,48.8712,2.34082,Paris,75002,Île-de-France,4,Entire home/apt,1,1.5,0,155 ,50,500,3,1125,58
,,1.00,48.84324,2.25898,Paris,75016,Île-de-France,2,Entire home/apt,1,1,1,150 ,30,200,3,1125,6
,,1.00,48.88314,2.32495,Paris,75017,Île-de-France,2,Entire home/apt,1,1,1,80 ,20,200,2,45,41
100%,,1.00,48.87832,2.35575,Paris,75010,Île-de-France,7,Entire home/apt,3,1,4,143 ,50,500,3,1125,96
100%,,1.00,48.85333,2.39495,Paris,75011,Île-de-France,4,Entire home/apt,1,1,2,130 ,25,150,3,9,32
100%,,2.00,48.86624,2.34822,Paris,75002,Île-de-France,4,Entire home/apt,1,1,2,129 ,50,400,2,1125,165
100%,,1.00,48.86532,2.39942,Paris,75020,Île-de-France,2,Entire home/apt,1,1,1,95 ,20,500,3,100,13
100%,,1.00,48.83552,2.29776,Paris,75015,Île-de-France,2,Entire home/apt,0,1,1,70 ,5,,6,365,3
100%,,1.00,48.86029,2.35107,Paris,75004,Île-de-France,2,Entire home/apt,1,1,1,155 ,19,,2,1125,61
100%,,2.00,48.85733,2.30536,Paris,75007,Île-de-France,1,Private room,1,1,1,45 ,,100,3,1125,237
,,1.00,48.87467,2.38146,Paris,75019,Île-de-France,2,Entire home/apt,0,1,1,54 ,,,5,30,7
,,1.00,48.87443,2.3596,Paris,75010,Île-de-France,2,Entire home/apt,1,1,1,60 ,50,200,4,1125,0
100%,,1.00,48.87359,2.39104,Paris,75020,Île-de-France,11,Entire home/apt,6,3,7,300 ,120,0,2,30,29
100%,,1.00,48.88206,2.35233,Paris,75010,Île-de-France,5,Entire home/apt,1,1,3,150 ,50,600,5,30,33
85%,,322.00,48.86855,2.33394,Paris,75002,Île-de-France,4,Entire home/apt,1,1,1,96 ,200,1000,30,1125,3
65%,,93.00,48.85221,2.33883,Paris,75006,Île-de-France,2,Entire home/apt,1,1,2,120 ,60,500,30,1125,7
,,1.00,48.85272,2.28858,Paris,75015,Île-de-France,2,Entire home/apt,1,1,1,150 ,40,500,5,1125,21
74%,,19.00,48.87745,2.38862,Paris,75019,Île-de-France,4,Entire home/apt,1,1,3,80 ,,250,3,1000,51
100%,,3.00,48.89452,2.34576,Paris,75018,Île-de-France,2,Private room,1,1.5,1,35 ,4,100,1,1125,362
100%,,2.00,48.83934,2.39668,Paris,75012,Île-de-France,2,Private room,1,1,1,70 ,35,300,1,6,5
,,1.00,48.88404,2.35128,Paris,75018,Île-de-France,3,Entire home/apt,1,1,2,47 ,20,250,5,1125,60
90%,,1.00,48.88626,2.37792,Paris,75019,Île-de-France,2,Entire home/apt,1,1.5,2,55 ,20,300,3,7,51
100%,,2.00,48.86535,2.29105,Paris,75116,Île-de-France,6,Entire home/apt,4,3.5,4,650 ,150,1000,4,1125,31
83%,,1.00,48.85525,2.39347,Paris,75011,Île-de-France,2,Entire home/apt,1,1,1,79 ,50,500,3,1125,4
,,1.00,48.84504,2.3548,Paris,75005,Île-de-France,4,Entire home/apt,1,1,2,90 ,55,250,3,21,122
63%,,1.00,48.87199,2.353,Paris,75010,Île-de-France,4,Entire home/apt,1,1,2,60 ,0,0,5,30,11
88%,,5.00,48.8625,2.35054,Paris,75001,Île-de-France,4,Entire home/apt,2,1,3,187 ,70,700,6,120,28
,,1.00,48.87035,2.33864,Paris,75002,Île-de-France,6,Private room,3,1.5,3,120 ,110,400,2,1125,92
,,1.00,48.88706,2.39168,Paris,75019,Île-de-France,4,Entire home/apt,2,1,2,90 ,40,,2,1125,14
100%,,1.00,48.87329,2.4065,Paris,75020,Île-de-France,2,Entire home/apt,1,1,1,49 ,15,,2,1125,65
75%,,1.00,48.84795,2.37135,Paris,75012,Île-de-France,2,Entire home/apt,1,1,1,95 ,30,0,4,28,18
100%,,2.00,48.85378,2.33444,Paris,75006,Île-de-France,5,Entire home/apt,3,2.5,3,650 ,,1500,7,30,19
100%,,2.00,48.87149,2.33135,Paris,75002,Île-de-France,2,Entire home/apt,0,1,1,90 ,50,100,3,15,158
73%,,3.00,48.89018,2.38358,Paris,75019,Île-de-France,4,Entire home/apt,1,1,2,65 ,,300,2,1125,29
,,1.00,48.8549,2.34091,Paris,75006,Île-de-France,6,Entire home/apt,3,2,4,230 ,60,0,2,1125,6
,,1.00,48.85128,2.28898,Paris,75015,Île-de-France,4,Entire home/apt,1,1,2,110 ,,200,3,1125,11
,,1.00,48.86818,2.3602,Paris,75003,Île-de-France,2,Entire home/apt,1,1,1,100 ,150,300,2,365,47
100%,,1.00,48.86876,2.37657,Paris,75011,Île-de-France,2,Entire home/apt,1,1,1,95 ,20,150,1,60,15
100%,,25.00,48.85837,2.33245,Paris,75006,Île-de-France,4,Entire home/apt,2,2.5,2,519 ,0,0,4,14,9
100%,,1.00,48.8806,2.30395,Paris,75008,Île-de-France,2,Entire home/apt,0,1,1,95 ,40,200,1,365,109
65%,,93.00,48.85265,2.32435,Paris,75007,Île-de-France,4,Entire home/apt,1,1,2,230 ,60,800,5,1125,13
65%,,93.00,48.84371,2.35024,Paris,75005,Île-de-France,2,Entire home/apt,0,1,2,128 ,60,500,30,1125,2
100%,,1.00,48.86603,2.32926,Paris,75001,Île-de-France,8,Entire home/apt,3,2,4,360 ,140,700,3,1125,11
90%,,1.00,48.8509,2.3358,Paris,75006,Île-de-France,1,Entire home/apt,,1,1,90 ,150,1000,5,1125,12
,,1.00,48.84564,2.35591,Paris,75005,Île-de-France,2,Private room,1,1,1,35 ,,100,1,24,3
100%,,1.00,48.8579,2.36436,Paris,75003,Île-de-France,2,Entire home/apt,0,1,1,130 ,25,100,3,1125,143
90%,,1.00,48.87938,2.30079,Paris,75008,Île-de-France,4,Entire home/apt,2,1,2,125 ,,,2,1125,29
100%,,1.00,48.85099,2.31058,Paris,75007,Île-de-France,4,Entire home/apt,2,1,2,110 ,30,400,2,1125,100
100%,,1.00,48.85928,2.30712,Paris,75007,Île-de-France,2,Entire home/apt,1,1,1,110 ,20,400,2,3,4
100%,,1.00,48.88715,2.34766,Paris,75018,Île-de-France,4,Entire home/apt,1,1,1,120 ,20,0,30,120,23
90%,,1.00,48.829,2.35151,Paris,75013,Île-de-France,3,Entire home/apt,1,1,2,85 ,40,,5,21,56
100%,,1.00,48.84726,2.35009,Paris,,Île-de-France,4,Entire home/apt,2,2,3,300 ,0,600,4,1125,60
100%,,1.00,48.83561,2.37007,Paris,75013,Île-de-France,6,Entire home/apt,3,1,3,139 ,0,300,6,1125,6
,,1.00,48.83303,2.36734,Paris,75013,Île-de-France,2,Entire home/apt,0,1,1,50 ,20,200,3,1125,12
100%,,1.00,48.86355,2.34454,Paris,75001,Île-de-France,6,Entire home/apt,2,2,3,279 ,115,450,4,1125,60
,,1.00,48.8815,2.35885,Paris,75010,Île-de-France,3,Entire home/apt,1,1,2,85 ,40,500,3,15,1
,,1.00,48.89191,2.34156,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,75 ,,900,30,1125,0
100%,,2.00,48.89294,2.33644,Paris,75018,Île-de-France,3,Entire home/apt,1,1,1,67 ,,,2,1125,0
100%,,1.00,48.87156,2.35245,Paris,75010,Île-de-France,2,Entire home/apt,0,1,1,69 ,0,0,1,1125,24
,,1.00,48.87491,2.34624,Paris,75009,Île-de-France,2,Entire home/apt,1,1,2,90 ,20,600,2,1125,45
100%,,1.00,48.86246,2.38596,Paris,75011,Île-de-France,1,Entire home/apt,0,1,1,22 ,,200,20,30,4
100%,,2.00,48.87788,2.3831,Paris,75019,Île-de-France,6,Entire home/apt,2,1.5,3,290 ,85,4740,1,190,52
,,1.00,48.86309,2.37198,Paris,75011,Île-de-France,4,Entire home/apt,1,1,2,75 ,50,500,5,20,3
,,1.00,48.88588,2.33275,Paris,75018,Île-de-France,6,Entire home/apt,1,1,3,500 ,,600,2,1125,25
,,1.00,48.88413,2.34234,Paris,75018,Île-de-France,4,Entire home/apt,1,1,1,60 ,,,2,1125,3
100%,,5.00,48.88248,2.35552,Deuil-la-Barre,95170,Île-de-France,2,Shared room,1,1,2,14 ,15,100,2,1125,221
100%,,1.00,48.88805,2.35885,Paris,75018,Île-de-France,6,Entire home/apt,3,0,5,100 ,60,800,4,1125,12
100%,,47.00,48.86003,2.36573,Paris,75003,Île-de-France,2,Entire home/apt,0,1,1,104 ,50,200,90,365,3
85%,,322.00,48.87425,2.34321,Paris,75009,Île-de-France,3,Entire home/apt,0,1,0,152 ,100,500,3,180,7
100%,,2.00,48.88263,2.36921,Paris,75019,Île-de-France,2,Private room,1,1,1,50 ,40,800,15,20,3
100%,,1.00,48.85275,2.34546,Paris,75005,Île-de-France,3,Entire home/apt,2,1,1,100 ,30,350,3,35,119
,,1.00,48.82022,2.35602,Paris,75013,Île-de-France,5,Entire home/apt,3,1.5,4,120 ,70,500,6,60,2
,,1.00,48.87164,2.39712,Paris,75020,Île-de-France,4,Entire home/apt,1,1,2,40 ,30,200,5,35,22
85%,,322.00,48.87018,2.29967,Paris,75008,Île-de-France,3,Entire home/apt,0,1,3,68 ,150,500,30,1125,2
100%,,1.00,48.88289,2.36539,Paris,75010,Île-de-France,4,Entire home/apt,1,1,2,62 ,30,500,2,1125,15
0%,,1.00,48.89172,2.33958,Paris,75018,Île-de-France,2,Entire home/apt,0,1,1,60 ,30,200,7,90,1
100%,,1.00,48.85483,2.3562,Paris,75004,Île-de-France,2,Entire home/apt,1,1,1,99 ,40,500,2,15,271
,,1.00,48.8352,2.34449,Paris,75013,Île-de-France,2,Private room,1,1,1,45 ,10,,1,1125,2
89%,,1.00,48.83428,2.31912,Paris,75014,Île-de-France,8,Entire home/apt,4,2,6,230 ,90,1000,3,1125,23
33%,,7.00,48.85706,2.38628,Paris,75011,Île-de-France,2,Entire home/apt,0,1,1,100 ,50,500,30,305,1
,,1.00,48.88945,2.33353,Paris,75018,Île-de-France,4,Entire home/apt,2,1,2,120 ,,,2,15,0
85%,,322.00,48.87042,2.29959,Paris,75008,Île-de-France,3,Entire home/apt,0,1,3,84 ,150,500,30,180,0
89%,,1.00,48.8796,2.36323,Paris,75010,Île-de-France,2,Entire home/apt,1,1,1,119 ,60,800,4,1125,6
67%,,1.00,48.87564,2.38629,Paris,75011,Île-de-France,5,Entire home/apt,2,2,5,150 ,60,400,3,60,125
,,1.00,48.88126,2.36877,Paris,75010,Île-de-France,2,Entire home/apt,1,1,1,79 ,,300,2,30,5
67%,,1.00,48.87271,2.40408,Paris,75020,Île-de-France,4,Entire home/apt,2,1,2,84 ,40,500,3,1125,21
100%,,2.00,48.83112,2.35777,Paris,75013,Île-de-France,2,Private room,1,1,1,58 ,20,200,4,120,99
100%,,1.00,48.85832,2.38912,Paris,75020,Île-de-France,4,Entire home/apt,1,1,2,90 ,50,3000,3,1125,28
100%,,1.00,48.84624,2.38945,Paris,75012,Île-de-France,9,Entire home/apt,3,2,0,290 ,70,0,2,14,78
100%,,1.00,48.84669,2.31893,Paris,75006,Île-de-France,2,Entire home/apt,0,1,1,90 ,40,400,6,1125,25
100%,,1.00,48.89239,2.34185,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,99 ,30,250,2,15,58
100%,,1.00,48.85029,2.38577,Paris,75011,Île-de-France,4,Entire home/apt,2,1,3,90 ,30,150,4,10,8
89%,,1.00,48.84119,2.3776,Paris,75012,Île-de-France,2,Private room,1,1,1,59 ,,,2,1125,129
100%,,1.00,48.87783,2.34113,Paris,75009,Île-de-France,5,Entire home/apt,2,1,5,110 ,45,,20,30,8
,,2.00,48.84859,2.38067,Paris,75012,Île-de-France,6,Entire home/apt,3,2,3,128 ,45,350,3,1125,11
,,2.00,48.84983,2.38229,Paris,75012,Île-de-France,6,Entire home/apt,3,2,4,98 ,,350,5,1125,1
,,1.00,48.8919,2.33279,Paris,75018,Île-de-France,2,Entire home/apt,0,1,1,75 ,50,500,14,360,18
100%,,1.00,48.88485,2.3341,Paris,75018,Île-de-France,2,Entire home/apt,0,1,1,60 ,30,,2,100,260
100%,,1.00,48.84586,2.32611,Paris,75006,Île-de-France,4,Entire home/apt,1,1,2,98 ,,300,5,1125,57
100%,,1.00,48.8893,2.30097,Paris,75017,Île-de-France,2,Private room,1,1,1,50 ,,,2,30,57
100%,,1.00,48.88931,2.32092,Paris,75017,Île-de-France,4,Entire home/apt,1,1,2,100 ,50,150,2,1125,57
60%,,1.00,48.88868,2.34111,Paris,75018,Île-de-France,2,Private room,1,1,1,45 ,30,200,5,1125,83
100%,,2.00,48.85868,2.3308,Paris,75007,Île-de-France,2,Entire home/apt,0,1,1,115 ,40,200,3,1125,160
,,2.00,48.85803,2.39125,Paris,75011,Île-de-France,2,Entire home/apt,1,1.5,1,59 ,20,850,5,14,4
,,1.00,48.87567,2.37661,Paris,75019,Île-de-France,4,Entire home/apt,2,1,3,500 ,40,,6,21,0
100%,,2.00,48.84229,2.3673,Paris,75013,Île-de-France,2,Entire home/apt,1,1,1,95 ,25,200,1,1125,227
100%,,1.00,48.88822,2.35943,Paris,75018,Île-de-France,3,Entire home/apt,1,1,1,40 ,30,300,3,1124,16
100%,,1.00,48.86247,2.35372,Paris,75003,Île-de-France,5,Entire home/apt,1,1,5,127 ,,,7,365,61
100%,,1.00,48.82248,2.34768,Paris,75013,Île-de-France,1,Private room,1,1,2,35 ,25,250,2,15,14
100%,,6.00,48.87248,2.35895,Paris,75003,Île-de-France,4,Private room,1,1,2,95 ,40,350,2,1125,213
,,1.00,48.87708,2.34677,Paris,75009,Île-de-France,6,Entire home/apt,3,2,3,149 ,40,750,5,1125,2
,,1.00,48.8466,2.31109,Paris,75015,Île-de-France,3,Entire home/apt,0,1,2,42 ,20,150,2,1125,79
100%,,1.00,48.84659,2.39029,Paris,75012,Île-de-France,7,Entire home/apt,3,1.5,5,169 ,70,600,3,21,45
100%,,1.00,48.87358,2.38079,Paris,75019,Île-de-France,2,Entire home/apt,0,1,1,50 ,15,,2,1125,40
100%,,2.00,48.87874,2.36133,Paris,75010,Île-de-France,2,Entire home/apt,0,1,1,90 ,25,400,3,15,374
100%,,3.00,48.86902,2.34507,Paris,75002,Île-de-France,4,Entire home/apt,2,2,2,185 ,90,1000,3,1125,83
70%,,1.00,48.88504,2.33848,Paris,75018,Île-de-France,4,Entire home/apt,2,1,2,115 ,50,0,7,15,17
100%,,2.00,48.83403,2.36133,Paris,75013,Île-de-France,2,Entire home/apt,0,1,1,5000 ,,1520,5,1125,2
100%,,1.00,48.86697,2.34665,Paris,75002,Île-de-France,4,Entire home/apt,1,1,2,95 ,50,,4,14,16
100%,,1.00,48.88573,2.34555,Paris,75018,Île-de-France,4,Entire home/apt,1,1,1,80 ,20,200,2,1125,12
100%,,1.00,48.84813,2.34023,Paris,75006,Île-de-France,8,Entire home/apt,4,3,4,240 ,180,0,3,1125,37
100%,,10.00,48.86672,2.35605,Paris,75003,Île-de-France,6,Entire home/apt,2,1,3,169 ,75,300,2,1125,207
100%,,2.00,48.86499,2.34881,Paris,75002,Île-de-France,2,Entire home/apt,1,1,2,111 ,80,300,15,1124,68
100%,,1.00,48.87986,2.35163,Paris,75010,Île-de-France,6,Entire home/apt,2,1,4,165 ,50,400,2,1125,184
0%,,1.00,48.87637,2.34468,Paris,,Île-de-France,2,Private room,1,1,1,70 ,,,4,1125,0
100%,,1.00,48.86477,2.36188,Paris,75003,Île-de-France,4,Entire home/apt,2,1,3,130 ,25,,13,1124,39
,,1.00,48.89591,2.34265,Paris,75018,Île-de-France,6,Entire home/apt,2,1,3,108 ,,400,3,1125,60
100%,,9.00,48.86589,2.34762,Paris,75002,Île-de-France,5,Entire home/apt,1,1,1,249 ,60,500,2,365,83
,,1.00,48.88531,2.34076,Paris,75018,Île-de-France,2,Entire home/apt,0,1,1,60 ,10,200,2,1125,2
,,1.00,48.88921,2.36321,Paris,75018,Île-de-France,2,Entire home/apt,0,1,1,65 ,30,130,366,366,2
70%,,1.00,48.85029,2.33781,Paris,75006,Île-de-France,2,Entire home/apt,1,1,0,85 ,20,500,1,1125,20
,,1.00,48.83809,2.40373,Paris,75012,Île-de-France,2,Private room,1,2,1,40 ,10,,3,60,0
60%,,1.00,48.85809,2.35378,Paris,75004,Île-de-France,2,Entire home/apt,1,1,1,90 ,40,600,3,1125,37
90%,,2.00,48.85938,2.36497,Paris,75003,Île-de-France,2,Entire home/apt,2,1,2,200 ,100,300,2,1125,74
100%,,1.00,48.887,2.31916,Paris,75017,Île-de-France,2,Entire home/apt,0,1,1,72 ,20,150,2,15,65
100%,,1.00,48.87354,2.3859,Paris,75019,Île-de-France,7,Entire home/apt,3,2,4,200 ,80,500,2,15,27
80%,,2.00,48.84269,2.2843,Paris,75015,Île-de-France,4,Entire home/apt,1,1,0,90 ,50,300,3,1125,30
80%,,1.00,48.87691,2.37091,Paris,75010,Île-de-France,2,Entire home/apt,1,1,1,46 ,,,3,1125,55
100%,,1.00,48.85614,2.3706,Paris,75011,Île-de-France,1,Shared room,1,1,1,38 ,15,500,2,8,99
100%,,1.00,48.86562,2.34685,Paris,75002,Île-de-France,3,Entire home/apt,2,1,2,280 ,40,150,4,1125,13
100%,,2.00,48.83597,2.40256,Paris,75012,Île-de-France,6,Entire home/apt,3,2,5,125 ,70,500,7,365,15
,,1.00,48.88261,2.36707,Paris,75010,Île-de-France,2,Entire home/apt,0,1,1,60 ,30,300,3,1125,0
27%,,2.00,48.8323,2.32084,Paris,75014,Île-de-France,3,Entire home/apt,2,1,2,70 ,,,2,1125,18
100%,,1.00,48.88255,2.33703,Paris,75018,Île-de-France,4,Entire home/apt,1,1,2,170 ,50,500,2,1125,121
100%,,1.00,48.85186,2.33261,Paris,75006,Île-de-France,3,Entire home/apt,1,1,1,160 ,0,700,1,1125,56
,,1.00,48.88818,2.36016,Paris,75018,Île-de-France,6,Entire home/apt,2,1,3,250 ,60,250,6,360,21
83%,,1.00,48.86517,2.34627,Paris,75002,Île-de-France,4,Entire home/apt,1,1.5,2,86 ,40,500,6,365,20
100%,,5.00,48.88314,2.35571, Deuil-la-Barre ,95170,Île-de-France,8,Entire home/apt,3,1,6,69 ,30,400,4,1125,9
,,1.00,48.83238,2.28289,Paris,92130,Île-de-France,4,Entire home/apt,1,1,2,120 ,,,1,1125,0
88%,,1.00,48.86318,2.3859,Paris,75011,IDF,6,Entire home/apt,2,2,4,180 ,,1500,6,120,58
,,1.00,48.87199,2.34047,Paris,75002,Île-de-France,2,Entire home/apt,1,1,1,90 ,30,400,120,1125,18
71%,,1.00,48.84872,2.29245,Paris,75015,Île-de-France,2,Entire home/apt,,1,1,100 ,20,380,1,1125,31
100%,,1.00,48.82547,2.32535,Paris,75014,Île-de-France,2,Entire home/apt,1,1,1,60 ,30,0,6,1125,0
,,1.00,48.86729,2.34669,Paris,75002,Île-de-France,6,Entire home/apt,3,2,3,200 ,89,400,5,1125,27
100%,,19.00,48.85591,2.3616,Paris,75004,Île-de-France,3,Entire home/apt,0,1,2,69 ,50,,1,1120,127
100%,,2.00,48.8789,2.36705,Paris,75010,Île-de-France,5,Entire home/apt,2,1,2,120 ,40,200,5,1125,8
100%,,1.00,48.8941,2.32205,Paris,75017,Île-de-France,5,Entire home/apt,2,1,4,99 ,30,150,3,15,17
,,1.00,48.87203,2.37096,Paris,75010,Île-de-France,3,Private room,1,1,2,80 ,20,0,4,21,19
100%,,6.00,48.82634,2.29711,vanves,92170,Île-de-France,4,Entire home/apt,1,1,2,80 ,,500,2,1125,85
100%,,1.00,48.88381,2.29042,Paris,75017,Île-de-France,3,Entire home/apt,1,1,2,84 ,45,500,20,60,1
,,2.00,48.88854,2.37796,Paris,75019,Île-de-France,2,Entire home/apt,1,1,1,74 ,30,400,1,27,74
100%,,1.00,48.82591,2.32717,Paris,75014,Île-de-France,1,Private room,1,1,1,47 ,,,3,10,206
,,1.00,48.88585,2.36265,Paris,75018,Île-de-France,4,Entire home/apt,1,1,2,65 ,10,1000,3,31,15
90%,,1.00,48.86323,2.35293,Paris,75003,Île-de-France,2,Entire home/apt,1,1,1,60 ,45,0,4,40,26
100%,,1.00,48.86724,2.30404,Paris,75008,Île-de-France,6,Entire home/apt,2,2,3,1690 ,,2000,5,1124,10
90%,,2.00,48.8857,2.32356,Paris,75017,Île-de-France,2,Private room,1,1,1,58 ,,,3,1125,20
,,1.00,48.83708,2.34599,Paris,75005,Île-de-France,5,Entire home/apt,3,2,3,239 ,80,0,3,30,127
100%,,1.00,48.86631,2.36982,Paris,75011,Île-de-France,2,Entire home/apt,1,1,1,57 ,0,120,2,31,293
85%,,180.00,48.86483,2.34734,Paris,75001,Île-de-France,4,Entire home/apt,1,1.5,1,163 ,72,500,91,1125,7
,,1.00,48.86894,2.39111,Paris,75020,Île-de-France,3,Entire home/apt,2,1,2,84 ,25,150,5,1125,7
100%,,1.00,48.87338,2.38458,Paris,75019,Île-de-France,4,Entire home/apt,1,1,2,80 ,25,500,5,90,20
,,1.00,48.86701,2.37548,Paris,75011,Île-de-France,4,Entire home/apt,1,1,2,40 ,,,1,1125,2
100%,,1.00,48.88895,2.3718,Paris,75019,Île-de-France,4,Entire home/apt,2,1,3,95 ,30,200,3,1125,23
69%,,1.00,48.86494,2.35366,Paris,75003,Île-de-France,3,Entire home/apt,1,1,2,135 ,75,500,3,1125,1
93%,,19.00,48.85651,2.36551,Paris,75004,Île-de-France,6,Entire home/apt,2,2,2,310 ,125,500,2,90,59
100%,,1.00,48.85989,2.37109,Paris,75011,Île-de-France,2,Private room,1,1.5,2,100 ,,,2,365,1
100%,,1.00,48.88528,2.31157,Paris,75017,Île-de-France,4,Entire home/apt,1,1,2,90 ,40,1000,5,50,113
100%,,1.00,48.84608,2.32834,Paris,75006,Île-de-France,4,Entire home/apt,2,2,2,293 ,,581,5,1125,39
60%,,1.00,48.84747,2.30908,Paris,75015,Île-de-France,2,Private room,1,1,1,90 ,20,200,1,1125,19
,,3.00,48.89305,2.34071,Paris,75018,Île-de-France,4,Entire home/apt,2,1,2,80 ,,,1,1125,0
100%,,1.00,48.86529,2.34742,Paris,75002,Île-de-France,3,Entire home/apt,1,1,3,50 ,0,0,30,305,116
40%,,1.00,48.84115,2.32881,Paris,75006,Île-de-France,2,Entire home/apt,1,1,2,75 ,45,200,1,1125,0
90%,,13.00,48.8534,2.34509,Paris,75005,Île-de-France,4,Entire home/apt,1,1,2,285 ,50,350,7,90,10
,,2.00,48.87486,2.28994,Paris,75116,Île-de-France,2,Private room,1,1,1,90 ,25,300,3,1125,21
100%,,2.00,48.86509,2.37582,Paris,75011,Île-de-France,3,Entire home/apt,1,1,2,67 ,30,150,2,350,48
,,1.00,48.87283,2.35061,Paris,75010,Île-de-France,2,Entire home/apt,0,1,1,85 ,0,250,10,90,42
100%,,1.00,48.88792,2.39875,Le Pré-Saint-Gervais,93310,Île-de-France,4,Entire home/apt,1,1,2,75 ,40,,4,1125,17
71%,,1.00,48.87221,2.36148,Paris,75010,Île-de-France,2,Entire home/apt,1,1,1,45 ,25,,3,15,42
,,1.00,48.86014,2.3532,Paris,75004,Île-de-France,2,Entire home/apt,1,1,1,110 ,15,,2,20,3
70%,,2.00,48.85155,2.35959,Paris,75004,Île-de-France,2,Entire home/apt,0,1,1,94 ,50,0,30,90,92
100%,,1.00,48.89854,2.37937,Paris,75019,Île-de-France,4,Private room,2,1,2,55 ,20,200,1,1125,50
100%,,19.00,48.85221,2.34547,Paris,75005,Île-de-France,2,Entire home/apt,0,1,1,113 ,100,,4,1125,132
100%,,1.00,48.86568,2.37172,Paris,75011,Île-de-France,7,Entire home/apt,3,1,4,195 ,55,0,3,30,87
,,1.00,48.88377,2.2945,Paris,75017,Île-de-France,4,Entire home/apt,2,1,2,85 ,,,2,1125,0
100%,,19.00,48.85222,2.34546,Paris,75005,Île-de-France,4,Entire home/apt,1,1.5,1,180 ,120,0,4,1125,156
,,1.00,48.8806,2.29874,Paris,75017,Île-de-France,4,Entire home/apt,1,1,2,120 ,50,1000,5,1125,56
100%,,1.00,48.88333,2.36087,Paris,75010,Île-de-France,4,Entire home/apt,1,1,2,60 ,25,0,2,14,39
,,1.00,48.84569,2.27237,Paris,75016,Île-de-France,3,Entire home/apt,1,1,1,63 ,48,,2,1125,12
,,1.00,48.87709,2.38419,Paris,75019,Île-de-France,2,Entire home/apt,0,1,1,35 ,10,400,4,1125,21
,,1.00,48.88153,2.33652,Paris,75009,Île-de-France,2,Entire home/apt,0,1,1,40 ,,,3,12,0
100%,,1.00,48.87475,2.35013,Paris,75009,Île-de-France,5,Entire home/apt,2,1,4,195 ,70,600,3,1125,81
98%,,27.00,48.86401,2.34969,Paris,75002,Île-de-France,2,Entire home/apt,1,1,1,180 ,60,250,5,90,136
100%,,17.00,48.85021,2.31226,Paris,75015,Île-de-France,5,Entire home/apt,2,2,3,398 ,,700,4,30,73
100%,,2.00,48.85188,2.37267,Paris,75011,Île-de-France,2,Entire home/apt,1,1,1,81 ,,400,3,8,29
90%,,1.00,48.88702,2.33595,Paris,75018,Île-de-France,4,Entire home/apt,1,1,1,80 ,20,500,4,30,88
75%,,4.00,48.82638,2.31575,Paris,75014,Île-de-France,1,Entire home/apt,1,1,1,100 ,35,,31,90,0
100%,,47.00,48.85655,2.36621,Paris,,Île-de-France,4,Entire home/apt,3,2,4,410 ,100,300,31,365,18
100%,,1.00,48.88164,2.32333,Paris,75008,Île-de-France,6,Entire home/apt,3,1,3,295 ,,500,4,30,21
,,2.00,48.87336,2.29109,Paris,75116,Île-de-France,2,Entire home/apt,1,1,1,150 ,50,500,3,1125,0
100%,,1.00,48.8514,2.29541,Paris,75015,Île-de-France,3,Entire home/apt,1,1,2,125 ,50,150,3,1125,71
,,1.00,48.8504,2.36389,Paris,75004,Île-de-France,4,Entire home/apt,2,1,2,269 ,80,500,3,30,17
,,1.00,48.88844,2.32763,Paris,75018,Île-de-France,3,Entire home/apt,1,1,2,59 ,10,200,1,1125,4
90%,,3.00,48.86167,2.34876,Paris,75001,Île-de-France,4,Entire home/apt,0,1,2,100 ,35,85,2,1125,223
,,1.00,48.82621,2.34326,Paris,75013,Île-de-France,4,Entire home/apt,2,1,3,100 ,60,300,7,30,6
100%,,1.00,48.89364,2.34676,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,65 ,25,300,4,1125,36
,,1.00,48.87945,2.31438,Paris,75008,Île-de-France,5,Entire home/apt,1,1.5,2,60 ,,199,4,30,214
,,1.00,48.84952,2.2685,Paris,75016,Île-de-France,4,Entire home/apt,2,1.5,4,190 ,50,400,4,21,2
100%,,1.00,48.88296,2.36839,Paris,75010,Île-de-France,3,Entire home/apt,1,1,1,60 ,25,100,3,1125,144
90%,,1.00,48.85016,2.37981,Paris,75012,Île-de-France,2,Entire home/apt,1,1,1,85 ,15,500,2,1125,11
,,1.00,48.85427,2.35546,Paris,75004,Île-de-France,2,Entire home/apt,0,1,1,75 ,40,700,3,1125,1
,,1.00,48.89333,2.3467,Paris,75018,Île-de-France,2,Entire home/apt,1,1,2,37 ,10,300,3,40,41
44%,,1.00,48.89419,2.33923,Paris,,Île-de-France,2,Entire home/apt,1,1,1,30 ,20,300,12,350,49
,,1.00,48.87828,2.3525,Paris,75010,Île-de-France,6,Entire home/apt,3,1,4,160 ,50,300,3,1125,15
,,1.00,48.88491,2.33884,Paris,75018,Île-de-France,5,Entire home/apt,2,1,3,98 ,30,200,7,1125,4
100%,,4.00,48.84094,2.26469,Paris,75016,Île-de-France,3,Entire home/apt,1,1,0,99 ,40,,30,305,1
80%,,1.00,48.88836,2.34573,Paris,75018,Île-de-France,2,Entire home/apt,1,1,2,75 ,25,150,2,30,91
